Year,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,mean,sd,p2_5,p25,p50,p75,p97_5,deterministic
2040,ELV_collected,BEV,,,,7067015753.053513,0.0,7067015753.053513,7067015753.053513,7067015753.053513,7067015753.053513,7067015753.053513,7067015753.053513
2040,ELV_collected,Diesel,,,,1571962550.8332655,4.768419266462338e-07,1571962550.833266,1571962550.833266,1571962550.833266,1571962550.833266,1571962550.833266,1571962550.833266
2040,ELV_collected,HEV,,,,1292526109.1012444,2.384209633231169e-07,1292526109.1012447,1292526109.1012447,1292526109.1012447,1292526109.1012447,1292526109.1012447,1292526109.1012447
2040,ELV_collected,PHEV,,,,1101983100.734787,0.0,1101983100.734787,1101983100.734787,1101983100.734787,1101983100.734787,1101983100.734787,1101983100.734787
2040,ELV_collected,Petrol,,,,2829209242.8393025,0.0,2829209242.8393025,2829209242.8393025,2829209242.8393025,2829209242.8393025,2829209242.8393025,2829209242.8393025
2040,ELV_collected,BEV,elvBIW,,,1888353934.267578,0.0,1888353934.267578,1888353934.267578,1888353934.267578,1888353934.267578,1888353934.267578,1888353934.267578
2040,ELV_collected,BEV,elvBattery,,,1286088009.7021484,0.0,1286088009.7021484,1286088009.7021484,1286088009.7021484,1286088009.7021484,1286088009.7021484,1286088009.7021484
2040,ELV_collected,BEV,elvBrakes,,,181563617.43774414,0.0,181563617.43774414,181563617.43774414,181563617.43774414,181563617.43774414,181563617.43774414,181563617.43774414
2040,ELV_collected,BEV,elvChassis,,,944001741.4318846,0.0,944001741.4318846,944001741.4318846,944001741.4318846,944001741.4318846,944001741.4318846,944001741.4318846
2040,ELV_collected,BEV,elvClosures,,,522991823.72985846,5.960524083077923e-08,522991823.7298584,522991823.7298584,522991823.7298584,522991823.7298584,522991823.7298584,522991823.7298584
2040,ELV_collected,BEV,elvDriveline,,,254175729.5394897,2.980262041538961e-08,254175729.53948972,254175729.53948972,254175729.53948972,254175729.53948972,254175729.53948972,254175729.53948972
2040,ELV_collected,BEV,elvPowertrain,,,932068853.6914062,0.0,932068853.6914062,932068853.6914062,932068853.6914062,932068853.6914062,932068853.6914062,932068853.6914062
2040,ELV_collected,BEV,elvSteering,,,108960814.60998535,0.0,108960814.60998535,108960814.60998535,108960814.60998535,108960814.60998535,108960814.60998535,108960814.60998535
2040,ELV_collected,BEV,elvThermalManagement,,,179074457.17636108,0.0,179074457.17636108,179074457.17636108,179074457.17636108,179074457.17636108,179074457.17636108,179074457.17636108
2040,ELV_collected,BEV,elvTransmission,,,363046413.31604,5.960524083077923e-08,363046413.31604004,363046413.31604004,363046413.31604004,363046413.31604004,363046413.31604004,363046413.31604004
2040,ELV_collected,BEV,elvTrim,,,79872209.24110413,0.0,79872209.24110413,79872209.24110413,79872209.24110413,79872209.24110413,79872209.24110413,79872209.24110413
2040,ELV_collected,BEV,elvWheels,,,326818148.9099121,0.0,326818148.9099121,326818148.9099121,326818148.9099121,326818148.9099121,326818148.9099121,326818148.9099121
2040,ELV_collected,Diesel,elvBIW,,,492234688.89648443,0.0,492234688.89648443,492234688.89648443,492234688.89648443,492234688.89648443,492234688.89648443,492234688.89648443
2040,ELV_collected,Diesel,elvBrakes,,,47325073.16101074,0.0,47325073.16101074,47325073.16101074,47325073.16101074,47325073.16101074,47325073.16101074,47325073.16101074
2040,ELV_collected,Diesel,elvCatalyticConverters,,,14263.171509858223,1.819007593712745e-12,14263.17150985822,14263.17150985822,14263.17150985822,14263.17150985822,14263.17150985822,14263.17150985822
2040,ELV_collected,Diesel,elvChassis,,,246044709.4226074,0.0,246044709.4226074,246044709.4226074,246044709.4226074,246044709.4226074,246044709.4226074,246044709.4226074
2040,ELV_collected,Diesel,elvClosures,,,136273622.6977539,0.0,136273622.6977539,136273622.6977539,136273622.6977539,136273622.6977539,136273622.6977539,136273622.6977539
2040,ELV_collected,Diesel,elvDriveline,,,66250931.66038514,0.0,66250931.66038514,66250931.66038514,66250931.66038514,66250931.66038514,66250931.66038514,66250931.66038514
2040,ELV_collected,Diesel,elvEmbeddedElectronicsActuators,,,36131401.32621765,0.0,36131401.32621765,36131401.32621765,36131401.32621765,36131401.32621765,36131401.32621765,36131401.32621765
2040,ELV_collected,Diesel,elvEmbeddedElectronicsCables,,,4354074.118766785,0.0,4354074.118766785,4354074.118766785,4354074.118766785,4354074.118766785,4354074.118766785,4354074.118766785
2040,ELV_collected,Diesel,elvEmbeddedElectronicsControllers,,,13828412.09449768,0.0,13828412.09449768,13828412.09449768,13828412.09449768,13828412.09449768,13828412.09449768,13828412.09449768
2040,ELV_collected,Diesel,elvEmbeddedElectronicsHeadlights,,,10819393.057804108,0.0,10819393.057804108,10819393.057804108,10819393.057804108,10819393.057804108,10819393.057804108,10819393.057804108
2040,ELV_collected,Diesel,elvPowerElectronics,,,718451.856378317,1.1641648599761568e-10,718451.8563783169,718451.8563783169,718451.8563783169,718451.8563783169,718451.8563783169,718451.8563783169
2040,ELV_collected,Diesel,elvPowertrain,,,242171640.0738525,0.0,242171640.0738525,242171640.0738525,242171640.0738525,242171640.0738525,242171640.0738525,242171640.0738525
2040,ELV_collected,Diesel,elvSteering,,,28385992.340202335,3.725327551923702e-09,28385992.34020233,28385992.34020233,28385992.34020233,28385992.34020233,28385992.34020233,28385992.34020233
2040,ELV_collected,Diesel,elvThermalManagement,,,46761490.40077209,7.450655103847403e-09,46761490.400772095,46761490.400772095,46761490.400772095,46761490.400772095,46761490.400772095,46761490.400772095
2040,ELV_collected,Diesel,elvTransmission,,,94638109.57168578,1.4901310207694806e-08,94638109.57168579,94638109.57168579,94638109.57168579,94638109.57168579,94638109.57168579,94638109.57168579
2040,ELV_collected,Diesel,elvTrim,,,20819967.18826294,0.0,20819967.18826294,20819967.18826294,20819967.18826294,20819967.18826294,20819967.18826294,20819967.18826294
2040,ELV_collected,Diesel,elvWheels,,,85190329.79507445,0.0,85190329.79507445,85190329.79507445,85190329.79507445,85190329.79507445,85190329.79507445,85190329.79507445
2040,ELV_collected,HEV,elvBIW,,,353811775.6707764,5.960524083077923e-08,353811775.67077637,353811775.67077637,353811775.67077637,353811775.67077637,353811775.67077637,353811775.67077637
2040,ELV_collected,HEV,elvBattery,,,187767159.66094977,2.980262041538961e-08,187767159.66094974,187767159.66094974,187767159.66094974,187767159.66094974,187767159.66094974,187767159.66094974
2040,ELV_collected,HEV,elvBrakes,,,34015896.29684448,0.0,34015896.29684448,34015896.29684448,34015896.29684448,34015896.29684448,34015896.29684448,34015896.29684448
2040,ELV_collected,HEV,elvCatalyticConverters,,,36735.45614883304,0.0,36735.45614883304,36735.45614883304,36735.45614883304,36735.45614883304,36735.45614883304,36735.45614883304
2040,ELV_collected,HEV,elvChassis,,,176901028.06152347,0.0,176901028.06152347,176901028.06152347,176901028.06152347,176901028.06152347,176901028.06152347,176901028.06152347
2040,ELV_collected,HEV,elvClosures,,,98002025.60501097,1.4901310207694806e-08,98002025.60501099,98002025.60501099,98002025.60501099,98002025.60501099,98002025.60501099,98002025.60501099
2040,ELV_collected,HEV,elvDriveline,,,47634463.63151551,7.450655103847403e-09,47634463.6315155,47634463.6315155,47634463.6315155,47634463.6315155,47634463.6315155,47634463.6315155
2040,ELV_collected,HEV,elvPowertrain,,,174102126.80343628,0.0,174102126.80343628,174102126.80343628,174102126.80343628,174102126.80343628,174102126.80343628,174102126.80343628
2040,ELV_collected,HEV,elvSteering,,,20414045.312862396,3.725327551923702e-09,20414045.3128624,20414045.3128624,20414045.3128624,20414045.3128624,20414045.3128624,20414045.3128624
2040,ELV_collected,HEV,elvThermalManagement,,,33615135.295677185,0.0,33615135.295677185,33615135.295677185,33615135.295677185,33615135.295677185,33615135.295677185,33615135.295677185
2040,ELV_collected,HEV,elvTransmission,,,68025982.94174194,0.0,68025982.94174194,68025982.94174194,68025982.94174194,68025982.94174194,68025982.94174194,68025982.94174194
2040,ELV_collected,HEV,elvTrim,,,14969070.30977249,1.862663775961851e-09,14969070.309772491,14969070.309772491,14969070.309772491,14969070.309772491,14969070.309772491,14969070.309772491
2040,ELV_collected,HEV,elvWheels,,,61238284.32281494,0.0,61238284.32281494,61238284.32281494,61238284.32281494,61238284.32281494,61238284.32281494,61238284.32281494
2040,ELV_collected,HEV,elvgeneratorCable,,,19676765.62355042,0.0,19676765.62355042,19676765.62355042,19676765.62355042,19676765.62355042,19676765.62355042,19676765.62355042
2040,ELV_collected,HEV,elvgeneratorperMagnet,,,2315614.10861969,0.0,2315614.10861969,2315614.10861969,2315614.10861969,2315614.10861969,2315614.10861969,2315614.10861969
2040,ELV_collected,PHEV,elvBIW,,,296658481.8850708,0.0,296658481.8850708,296658481.8850708,296658481.8850708,296658481.8850708,296658481.8850708,296658481.8850708
2040,ELV_collected,PHEV,elvBattery,,,179484847.4786377,0.0,179484847.4786377,179484847.4786377,179484847.4786377,179484847.4786377,179484847.4786377,179484847.4786377
2040,ELV_collected,PHEV,elvBrakes,,,28525898.91059875,0.0,28525898.91059875,28525898.91059875,28525898.91059875,28525898.91059875,28525898.91059875,28525898.91059875
2040,ELV_collected,PHEV,elvCatalyticConverters,,,28750.66132195294,0.0,28750.66132195294,28750.66132195294,28750.66132195294,28750.66132195294,28750.66132195294,28750.66132195294
2040,ELV_collected,PHEV,elvChassis,,,148338780.71029663,0.0,148338780.71029663,148338780.71029663,148338780.71029663,148338780.71029663,148338780.71029663,148338780.71029663
2040,ELV_collected,PHEV,elvClosures,,,82135144.6951294,0.0,82135144.6951294,82135144.6951294,82135144.6951294,82135144.6951294,82135144.6951294,82135144.6951294
2040,ELV_collected,PHEV,elvDriveline,,,39926469.14634704,0.0,39926469.14634704,39926469.14634704,39926469.14634704,39926469.14634704,39926469.14634704,39926469.14634704
2040,ELV_collected,PHEV,elvPowertrain,,,146477477.9724121,0.0,146477477.9724121,146477477.9724121,146477477.9724121,146477477.9724121,146477477.9724121,146477477.9724121
2040,ELV_collected,PHEV,elvSteering,,,17112156.499595642,0.0,17112156.499595642,17112156.499595642,17112156.499595642,17112156.499595642,17112156.499595642,17112156.499595642
2040,ELV_collected,PHEV,elvThermalManagement,,,28143485.91087341,0.0,28143485.91087341,28143485.91087341,28143485.91087341,28143485.91087341,28143485.91087341,28143485.91087341
2040,ELV_collected,PHEV,elvTransmission,,,57057887.2679901,7.450655103847403e-09,57057887.267990105,57057887.267990105,57057887.267990105,57057887.267990105,57057887.267990105,57057887.267990105
2040,ELV_collected,PHEV,elvTrim,,,12551475.888290403,0.0,12551475.888290403,12551475.888290403,12551475.888290403,12551475.888290403,12551475.888290403,12551475.888290403
2040,ELV_collected,PHEV,elvWheels,,,51342779.462432854,0.0,51342779.462432854,51342779.462432854,51342779.462432854,51342779.462432854,51342779.462432854,51342779.462432854
2040,ELV_collected,PHEV,elvgeneratorCable,,,13078893.34470749,1.862663775961851e-09,13078893.344707489,13078893.344707489,13078893.344707489,13078893.344707489,13078893.344707489,13078893.344707489
2040,ELV_collected,PHEV,elvgeneratorperMagnet,,,1120570.901082754,0.0,1120570.901082754,1120570.901082754,1120570.901082754,1120570.901082754,1120570.901082754,1120570.901082754
2040,ELV_collected,Petrol,elvBIW,,,885113248.6865234,0.0,885113248.6865234,885113248.6865234,885113248.6865234,885113248.6865234,885113248.6865234,885113248.6865234
2040,ELV_collected,Petrol,elvBrakes,,,85069047.57919312,0.0,85069047.57919312,85069047.57919312,85069047.57919312,85069047.57919312,85069047.57919312,85069047.57919312
2040,ELV_collected,Petrol,elvCatalyticConverters,,,97916.17128551006,0.0,97916.17128551006,97916.17128551006,97916.17128551006,97916.17128551006,97916.17128551006,97916.17128551006
2040,ELV_collected,Petrol,elvChassis,,,442501650.0933837,5.960524083077923e-08,442501650.0933838,442501650.0933838,442501650.0933838,442501650.0933838,442501650.0933838,442501650.0933838
2040,ELV_collected,Petrol,elvClosures,,,245062430.6036377,0.0,245062430.6036377,245062430.6036377,245062430.6036377,245062430.6036377,245062430.6036377,245062430.6036377
2040,ELV_collected,Petrol,elvDriveline,,,119143878.79943848,0.0,119143878.79943848,119143878.79943848,119143878.79943848,119143878.79943848,119143878.79943848,119143878.79943848
2040,ELV_collected,Petrol,elvEmbeddedElectronicsActuators,,,66676779.09347534,0.0,66676779.09347534,66676779.09347534,66676779.09347534,66676779.09347534,66676779.09347534,66676779.09347534
2040,ELV_collected,Petrol,elvEmbeddedElectronicsCables,,,7968672.033901215,0.0,7968672.033901215,7968672.033901215,7968672.033901215,7968672.033901215,7968672.033901215,7968672.033901215
2040,ELV_collected,Petrol,elvEmbeddedElectronicsControllers,,,25706301.73343658,3.725327551923702e-09,25706301.733436584,25706301.733436584,25706301.733436584,25706301.733436584,25706301.733436584,25706301.733436584
2040,ELV_collected,Petrol,elvEmbeddedElectronicsHeadlights,,,19622714.75532532,0.0,19622714.75532532,19622714.75532532,19622714.75532532,19622714.75532532,19622714.75532532,19622714.75532532
2040,ELV_collected,Petrol,elvPowerElectronics,,,1289754.1117691994,0.0,1289754.1117691994,1289754.1117691994,1289754.1117691994,1289754.1117691994,1289754.1117691994,1289754.1117691994
2040,ELV_collected,Petrol,elvPowertrain,,,434878955.1568603,5.960524083077923e-08,434878955.15686035,434878955.15686035,434878955.15686035,434878955.15686035,434878955.15686035,434878955.15686035
2040,ELV_collected,Petrol,elvSteering,,,51056358.4426117,0.0,51056358.4426117,51056358.4426117,51056358.4426117,51056358.4426117,51056358.4426117,51056358.4426117
2040,ELV_collected,Petrol,elvThermalManagement,,,84176204.51980591,0.0,84176204.51980591,84176204.51980591,84176204.51980591,84176204.51980591,84176204.51980591,84176204.51980591
2040,ELV_collected,Petrol,elvTransmission,,,170190644.1607666,0.0,170190644.1607666,170190644.1607666,170190644.1607666,170190644.1607666,170190644.1607666,170190644.1607666
2040,ELV_collected,Petrol,elvTrim,,,37437041.68045044,0.0,37437041.68045044,37437041.68045044,37437041.68045044,37437041.68045044,37437041.68045044,37437041.68045044
2040,ELV_collected,Petrol,elvWheels,,,153217645.21743774,0.0,153217645.21743774,153217645.21743774,153217645.21743774,153217645.21743774,153217645.21743774,153217645.21743774
2040,ELV_collected,BEV,elvBIW,calAHSS,,297213949.6820068,0.0,297213949.6820068,297213949.6820068,297213949.6820068,297213949.6820068,297213949.6820068,297213949.6820068
2040,ELV_collected,BEV,elvBIW,calAl_5xxx,,204119514.73236078,2.980262041538961e-08,204119514.7323608,204119514.7323608,204119514.7323608,204119514.7323608,204119514.7323608,204119514.7323608
2040,ELV_collected,BEV,elvBIW,calAl_6xxx,,306037313.15399164,0.0,306037313.15399164,306037313.15399164,306037313.15399164,306037313.15399164,306037313.15399164,306037313.15399164
2040,ELV_collected,BEV,elvBIW,calHSS,,297156441.94030756,0.0,297156441.94030756,297156441.94030756,297156441.94030756,297156441.94030756,297156441.94030756,297156441.94030756
2040,ELV_collected,BEV,elvBIW,calMagnesium,,57765363.1463623,0.0,57765363.1463623,57765363.1463623,57765363.1463623,57765363.1463623,57765363.1463623,57765363.1463623
2040,ELV_collected,BEV,elvBIW,calUHSS,,164963251.63406372,2.980262041538961e-08,164963251.6340637,164963251.6340637,164963251.6340637,164963251.6340637,164963251.6340637,164963251.6340637
2040,ELV_collected,BEV,elvBIW,calmildSteel,,561098100.534668,0.0,561098100.534668,561098100.534668,561098100.534668,561098100.534668,561098100.534668,561098100.534668
2040,ELV_collected,BEV,elvBattery,battery,,1286088009.7021484,0.0,1286088009.7021484,1286088009.7021484,1286088009.7021484,1286088009.7021484,1286088009.7021484,1286088009.7021484
2040,ELV_collected,BEV,elvBrakes,calMagnesium,,5555241.195058824,9.313318879809254e-10,5555241.195058823,5555241.195058823,5555241.195058823,5555241.195058823,5555241.195058823,5555241.195058823
2040,ELV_collected,BEV,elvBrakes,calcastAluminiumAlSiCu,,49068590.41130067,7.450655103847403e-09,49068590.41130066,49068590.41130066,49068590.41130066,49068590.41130066,49068590.41130066,49068590.41130066
2040,ELV_collected,BEV,elvBrakes,calcastIron,,88852714.98321533,0.0,88852714.98321533,88852714.98321533,88852714.98321533,88852714.98321533,88852714.98321533,88852714.98321533
2040,ELV_collected,BEV,elvBrakes,calmildSteel,,25385255.841522217,0.0,25385255.841522217,25385255.841522217,25385255.841522217,25385255.841522217,25385255.841522217,25385255.841522217
2040,ELV_collected,BEV,elvBrakes,calstainlessSteel,,12701815.029964443,1.862663775961851e-09,12701815.029964445,12701815.029964445,12701815.029964445,12701815.029964445,12701815.029964445,12701815.029964445
2040,ELV_collected,BEV,elvChassis,calAHSS,,198057682.26058957,0.0,198057682.26058957,198057682.26058957,198057682.26058957,198057682.26058957,198057682.26058957,198057682.26058957
2040,ELV_collected,BEV,elvChassis,calAl_6xxx,,102025996.17599489,1.4901310207694806e-08,102025996.17599487,102025996.17599487,102025996.17599487,102025996.17599487,102025996.17599487,102025996.17599487
2040,ELV_collected,BEV,elvChassis,calAl_7xxx,,25511346.20685577,0.0,25511346.20685577,25511346.20685577,25511346.20685577,25511346.20685577,25511346.20685577,25511346.20685577
2040,ELV_collected,BEV,elvChassis,calHSS,,329892769.475708,0.0,329892769.475708,329892769.475708,329892769.475708,329892769.475708,329892769.475708,329892769.475708
2040,ELV_collected,BEV,elvChassis,calMagnesium,,28904295.899581905,0.0,28904295.899581905,28904295.899581905,28904295.899581905,28904295.899581905,28904295.899581905,28904295.899581905
2040,ELV_collected,BEV,elvChassis,calUHSS,,132034544.96017458,1.4901310207694806e-08,132034544.96017456,132034544.96017456,132034544.96017456,132034544.96017456,132034544.96017456,132034544.96017456
2040,ELV_collected,BEV,elvChassis,calcastAluminiumAlSiCu,,51021436.65828705,0.0,51021436.65828705,51021436.65828705,51021436.65828705,51021436.65828705,51021436.65828705,51021436.65828705
2040,ELV_collected,BEV,elvChassis,calcastAluminiumAlSiMg,,76553669.88113402,0.0,76553669.88113402,76553669.88113402,76553669.88113402,76553669.88113402,76553669.88113402,76553669.88113402
2040,ELV_collected,BEV,elvClosures,calAHSS,,73156284.7062683,0.0,73156284.7062683,73156284.7062683,73156284.7062683,73156284.7062683,73156284.7062683,73156284.7062683
2040,ELV_collected,BEV,elvClosures,calAHSS_DualPhase,,73106395.6387329,0.0,73106395.6387329,73106395.6387329,73106395.6387329,73106395.6387329,73106395.6387329,73106395.6387329
2040,ELV_collected,BEV,elvClosures,calAl_5xxx,,98898000.5996704,0.0,98898000.5996704,98898000.5996704,98898000.5996704,98898000.5996704,98898000.5996704,98898000.5996704
2040,ELV_collected,BEV,elvClosures,calAl_6xxx,,42401917.61943817,0.0,42401917.61943817,42401917.61943817,42401917.61943817,42401917.61943817,42401917.61943817,42401917.61943817
2040,ELV_collected,BEV,elvClosures,calHSS,,182879739.45419312,0.0,182879739.45419312,182879739.45419312,182879739.45419312,182879739.45419312,182879739.45419312,182879739.45419312
2040,ELV_collected,BEV,elvClosures,calMagnesium,,15998093.531246187,1.862663775961851e-09,15998093.531246185,15998093.531246185,15998093.531246185,15998093.531246185,15998093.531246185,15998093.531246185
2040,ELV_collected,BEV,elvClosures,calOthers,,36551392.17063904,0.0,36551392.17063904,36551392.17063904,36551392.17063904,36551392.17063904,36551392.17063904,36551392.17063904
2040,ELV_collected,BEV,elvDriveline,calAl_6xxx,,6865092.026720046,9.313318879809254e-10,6865092.026720047,6865092.026720047,6865092.026720047,6865092.026720047,6865092.026720047,6865092.026720047
2040,ELV_collected,BEV,elvDriveline,calAl_7xxx,,6869478.58625412,0.0,6869478.58625412,6869478.58625412,6869478.58625412,6869478.58625412,6869478.58625412,6869478.58625412
2040,ELV_collected,BEV,elvDriveline,calMagnesium,,7782224.760675429,0.0,7782224.760675429,7782224.760675429,7782224.760675429,7782224.760675429,7782224.760675429,7782224.760675429
2040,ELV_collected,BEV,elvDriveline,calalloySteel,,35542679.41265106,0.0,35542679.41265106,35542679.41265106,35542679.41265106,35542679.41265106,35542679.41265106,35542679.41265106
2040,ELV_collected,BEV,elvDriveline,calcastAluminiumAlSiCu,,38474474.469833374,0.0,38474474.469833374,38474474.469833374,38474474.469833374,38474474.469833374,38474474.469833374,38474474.469833374
2040,ELV_collected,BEV,elvDriveline,calcastAluminiumAlSiMg,,16477926.599712374,1.862663775961851e-09,16477926.599712372,16477926.599712372,16477926.599712372,16477926.599712372,16477926.599712372,16477926.599712372
2040,ELV_collected,BEV,elvDriveline,calcastIron,,17765055.026111603,0.0,17765055.026111603,17765055.026111603,17765055.026111603,17765055.026111603,17765055.026111603,17765055.026111603
2040,ELV_collected,BEV,elvDriveline,calmildSteel,,88861440.15045166,0.0,88861440.15045166,88861440.15045166,88861440.15045166,88861440.15045166,88861440.15045166,88861440.15045166
2040,ELV_collected,BEV,elvDriveline,calstainlessSteel,,35537358.462142944,0.0,35537358.462142944,35537358.462142944,35537358.462142944,35537358.462142944,35537358.462142944,35537358.462142944
2040,ELV_collected,BEV,elvPowertrain,calAl_6xxx,,12269461.74008369,1.862663775961851e-09,12269461.740083693,12269461.740083693,12269461.740083693,12269461.740083693,12269461.740083693,12269461.740083693
2040,ELV_collected,BEV,elvPowertrain,calAl_7xxx,,12262206.050443647,1.862663775961851e-09,12262206.05044365,12262206.05044365,12262206.05044365,12262206.05044365,12262206.05044365,12262206.05044365
2040,ELV_collected,BEV,elvPowertrain,calHSS,,31732645.764884952,3.725327551923702e-09,31732645.76488495,31732645.76488495,31732645.76488495,31732645.76488495,31732645.76488495,31732645.76488495
2040,ELV_collected,BEV,elvPowertrain,calMagnesium,,27775267.45103836,0.0,27775267.45103836,27775267.45103836,27775267.45103836,27775267.45103836,27775267.45103836,27775267.45103836
2040,ELV_collected,BEV,elvPowertrain,calalloySteel,,31736963.742942803,3.725327551923702e-09,31736963.742942806,31736963.742942806,31736963.742942806,31736963.742942806,31736963.742942806,31736963.742942806
2040,ELV_collected,BEV,elvPowertrain,calcastAluminiumAlSiCu,,196139615.31066895,0.0,196139615.31066895,196139615.31066895,196139615.31066895,196139615.31066895,196139615.31066895,196139615.31066895
2040,ELV_collected,BEV,elvPowertrain,calcastAluminiumAlSiMg,,49038401.32190705,7.450655103847403e-09,49038401.32190704,49038401.32190704,49038401.32190704,49038401.32190704,49038401.32190704,49038401.32190704
2040,ELV_collected,BEV,elvPowertrain,calcastIron,,507640478.6102294,5.960524083077923e-08,507640478.61022943,507640478.61022943,507640478.61022943,507640478.61022943,507640478.61022943,507640478.61022943
2040,ELV_collected,BEV,elvPowertrain,calmildSteel,,31730754.922904972,3.725327551923702e-09,31730754.92290497,31730754.92290497,31730754.92290497,31730754.92290497,31730754.92290497,31730754.92290497
2040,ELV_collected,BEV,elvPowertrain,calstainlessSteel,,31743058.774528507,3.725327551923702e-09,31743058.774528503,31743058.774528503,31743058.774528503,31743058.774528503,31743058.774528503,31743058.774528503
2040,ELV_collected,BEV,elvSteering,calAl_6xxx,,11772828.543233871,0.0,11772828.543233871,11772828.543233871,11772828.543233871,11772828.543233871,11772828.543233871,11772828.543233871
2040,ELV_collected,BEV,elvSteering,calAl_7xxx,,2943368.705399037,4.656659439904627e-10,2943368.7053990364,2943368.7053990364,2943368.7053990364,2943368.7053990364,2943368.7053990364,2943368.7053990364
2040,ELV_collected,BEV,elvSteering,calHSS,,11426674.044742588,1.862663775961851e-09,11426674.044742586,11426674.044742586,11426674.044742586,11426674.044742586,11426674.044742586,11426674.044742586
2040,ELV_collected,BEV,elvSteering,calMagnesium,,3334750.4757094383,0.0,3334750.4757094383,3334750.4757094383,3334750.4757094383,3334750.4757094383,3334750.4757094383,3334750.4757094383
2040,ELV_collected,BEV,elvSteering,calalloySteel,,15236072.022590635,0.0,15236072.022590635,15236072.022590635,15236072.022590635,15236072.022590635,15236072.022590635,15236072.022590635
2040,ELV_collected,BEV,elvSteering,calcastAluminiumAlSiCu,,5888520.737538338,0.0,5888520.737538338,5888520.737538338,5888520.737538338,5888520.737538338,5888520.737538338,5888520.737538338
2040,ELV_collected,BEV,elvSteering,calcastAluminiumAlSiMg,,8829532.471170425,0.0,8829532.471170425,8829532.471170425,8829532.471170425,8829532.471170425,8829532.471170425,8829532.471170425
2040,ELV_collected,BEV,elvSteering,calmildSteel,,38097594.94392395,0.0,38097594.94392395,38097594.94392395,38097594.94392395,38097594.94392395,38097594.94392395,38097594.94392395
2040,ELV_collected,BEV,elvSteering,calstainlessSteel,,11431472.661676409,0.0,11431472.661676409,11431472.661676409,11431472.661676409,11431472.661676409,11431472.661676409,11431472.661676409
2040,ELV_collected,BEV,elvThermalManagement,calAl_6xxx,,19621164.82196808,0.0,19621164.82196808,19621164.82196808,19621164.82196808,19621164.82196808,19621164.82196808,19621164.82196808
2040,ELV_collected,BEV,elvThermalManagement,calAl_7xxx,,2452507.6160621643,0.0,2452507.6160621643,2452507.6160621643,2452507.6160621643,2452507.6160621643,2452507.6160621643,2452507.6160621643
2040,ELV_collected,BEV,elvThermalManagement,calMagnesium,,5555487.891397475,9.313318879809254e-10,5555487.891397476,5555487.891397476,5555487.891397476,5555487.891397476,5555487.891397476,5555487.891397476
2040,ELV_collected,BEV,elvThermalManagement,calOthers,,12698176.810188293,0.0,12698176.810188293,12698176.810188293,12698176.810188293,12698176.810188293,12698176.810188293,12698176.810188293
2040,ELV_collected,BEV,elvThermalManagement,calalloySteel,,25385365.94158173,3.725327551923702e-09,25385365.941581726,25385365.941581726,25385365.941581726,25385365.941581726,25385365.941581726,25385365.941581726
2040,ELV_collected,BEV,elvThermalManagement,calcastAluminiumAlSiCu,,9811869.053678513,0.0,9811869.053678513,9811869.053678513,9811869.053678513,9811869.053678513,9811869.053678513,9811869.053678513
2040,ELV_collected,BEV,elvThermalManagement,calcastAluminiumAlSiMg,,14715880.33800125,1.862663775961851e-09,14715880.338001251,14715880.338001251,14715880.338001251,14715880.338001251,14715880.338001251,14715880.338001251
2040,ELV_collected,BEV,elvThermalManagement,calmildSteel,,25384276.56530381,3.725327551923702e-09,25384276.565303806,25384276.565303806,25384276.565303806,25384276.565303806,25384276.565303806,25384276.565303806
2040,ELV_collected,BEV,elvThermalManagement,calstainlessSteel,,63449728.1578064,0.0,63449728.1578064,63449728.1578064,63449728.1578064,63449728.1578064,63449728.1578064,63449728.1578064
2040,ELV_collected,BEV,elvTransmission,calAl_6xxx,,39239333.11920165,0.0,39239333.11920165,39239333.11920165,39239333.11920165,39239333.11920165,39239333.11920165,39239333.11920165
2040,ELV_collected,BEV,elvTransmission,calAl_7xxx,,9811128.691701887,0.0,9811128.691701887,9811128.691701887,9811128.691701887,9811128.691701887,9811128.691701887,9811128.691701887
2040,ELV_collected,BEV,elvTransmission,calHSS,,38069186.48300171,0.0,38069186.48300171,38069186.48300171,38069186.48300171,38069186.48300171,38069186.48300171,38069186.48300171
2040,ELV_collected,BEV,elvTransmission,calMagnesium,,11110773.203144072,1.862663775961851e-09,11110773.203144073,11110773.203144073,11110773.203144073,11110773.203144073,11110773.203144073,11110773.203144073
2040,ELV_collected,BEV,elvTransmission,calalloySteel,,50773793.3544159,7.450655103847403e-09,50773793.35441589,50773793.35441589,50773793.35441589,50773793.35441589,50773793.35441589,50773793.35441589
2040,ELV_collected,BEV,elvTransmission,calcastAluminiumAlSiCu,,29422787.145462036,0.0,29422787.145462036,29422787.145462036,29422787.145462036,29422787.145462036,29422787.145462036,29422787.145462036
2040,ELV_collected,BEV,elvTransmission,calcastAluminiumAlSiMg,,19620925.31856537,0.0,19620925.31856537,19620925.31856537,19620925.31856537,19620925.31856537,19620925.31856537,19620925.31856537
2040,ELV_collected,BEV,elvTransmission,calmildSteel,,126949332.37655641,1.4901310207694806e-08,126949332.3765564,126949332.3765564,126949332.3765564,126949332.3765564,126949332.3765564,126949332.3765564
