Year,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,mean,sd,p2_5,p25,p50,p75,p97_5,deterministic
2040,ELV_dismantled,Diesel,elvThermalManagement,calstainlessSteel,,2693351.2625041734,1100419.6848736878,601539.9015047293,1902647.018856465,2691207.9711494893,3485618.2841237215,4765689.886695787,2692630.9398765564
2040,ELV_dismantled,Diesel,elvTransmission,calAl_6xxx,,6175783.165197354,541501.5456512234,5149551.513882618,5784450.683294795,6173681.36379756,6563568.191670876,7208976.418972279,6177912.903028488
2040,ELV_dismantled,Diesel,elvTransmission,calAl_7xxx,,1543887.5136787458,135370.27654725782,1287339.28485891,1446058.0860021075,1543362.0831623925,1640830.1109735975,1802176.0774206447,1544419.9280393124
2040,ELV_dismantled,Diesel,elvTransmission,calHSS,,7539636.373608882,661086.1555122178,6286772.8453677595,7061882.453854337,7537070.41268375,8013059.42175232,8800998.896993365,7542236.440416337
2040,ELV_dismantled,Diesel,elvTransmission,calMagnesium,,531659.0865521282,46616.63297213494,443313.1443882991,497970.1657624612,531478.1472635492,565042.614995183,620604.3371932659,531842.4308243617
2040,ELV_dismantled,Diesel,elvTransmission,calalloySteel,,10051901.574540835,881365.1797267863,8381574.220784951,9414956.350626128,10048480.615573393,10683072.846900102,11733559.854409095,10055368.003734589
2040,ELV_dismantled,Diesel,elvTransmission,calcastAluminiumAlSiCu,,4629924.532131656,405958.4385226213,3860568.6511079036,4336546.379156508,4628348.832078356,4920643.192297846,5404499.458764884,4631521.175855637
2040,ELV_dismantled,Diesel,elvTransmission,calcastAluminiumAlSiMg,,3088429.8788862647,270797.9714179116,2575224.604381142,2892729.5284436727,3087378.794988243,3282356.1924094907,3605116.561411691,3089494.9334349623
2040,ELV_dismantled,Diesel,elvTransmission,calmildSteel,,25126547.780654117,2203131.828976499,20951262.164071873,23534387.88099022,25117996.47438498,26704274.64308968,29330157.09840379,25135212.74798584
2040,ELV_dismantled,Diesel,elvTransmission,calstainlessSteel,,7536069.306485562,660773.3899391637,6283798.518806468,7058541.416239036,7533504.5595387155,8009268.37409376,8796835.068359964,7538668.143178939
2040,ELV_dismantled,Diesel,elvTrim,calAl_6xxx,,291471.6736512817,118912.52609860495,64687.725652392226,207413.24325037492,291429.77261284273,376976.00814190705,517095.039917429,291213.3626089096
2040,ELV_dismantled,Diesel,elvTrim,calAl_7xxx,,72852.18033981764,29721.710818332704,16168.438586038921,51842.111491839416,72841.70734266308,94223.64713833662,129245.83932626032,72787.61652678251
2040,ELV_dismantled,Diesel,elvTrim,calHSS,,1186190.3208980628,483933.43244894495,263256.98510785477,844101.1728090727,1186019.7979597296,1534163.8055837643,2104400.4847904863,1185139.083038807
2040,ELV_dismantled,Diesel,elvTrim,calMagnesium,,25075.519588626412,10230.130908316161,5565.131978076594,17843.911824817016,25071.914811884308,32431.519530484617,44486.06151054031,25053.29690220952
2040,ELV_dismantled,Diesel,elvTrim,calalloySteel,,355870.2786081401,145185.40777083224,78980.02115288064,253239.7324854222,355819.11983158917,460266.1911035245,631343.532004636,355554.8955677748
2040,ELV_dismantled,Diesel,elvTrim,calcastAluminiumAlSiCu,,182153.1459403719,74313.53602646122,40426.13329694697,129621.428711981,182126.96018491162,235588.4706286952,323154.8612981579,181991.71629470587
2040,ELV_dismantled,Diesel,elvTrim,calcastAluminiumAlSiMg,,182143.41434706224,74309.56580071365,40423.97351712929,129614.5036433969,182117.22999058478,235575.8842351264,323137.5966406085,181981.9933258295
2040,ELV_dismantled,Diesel,elvTrim,calmildSteel,,474377.0448823186,193532.94961223667,105280.80396537374,337569.9606414831,474308.84995090996,613537.3722382451,841584.4115706777,473956.63754940033
2040,ELV_dismantled,Diesel,elvTrim,calstainlessSteel,,355631.6482889238,145088.05308210297,78927.06076592971,253069.92151262166,355580.52381710673,459957.5576640109,630920.181931214,355316.476729989
2040,ELV_dismantled,Diesel,elvWheels,calAl_6xxx,,4769819.355895918,486373.9832247358,3846428.6165834866,4420891.652962374,4771128.804889025,5119097.410047257,5690233.292214099,4769068.924781798
2040,ELV_dismantled,Diesel,elvWheels,calAl_7xxx,,1191724.467352398,121519.02050045066,961018.1753824477,1104545.970663844,1192051.6290932107,1278990.4981983823,1421687.014392396,1191536.9744825363
2040,ELV_dismantled,Diesel,elvWheels,calMagnesium,,410379.2038358874,41845.98055176574,330933.7724360456,380358.6386442195,410491.8644201066,440429.91206717456,489568.5211249827,410314.6392685175
2040,ELV_dismantled,Diesel,elvWheels,calcastAluminiumAlSiCu,,2383702.565688981,243063.90351326144,1922240.8812518655,2209327.0183855915,2384356.9587994143,2558253.1999368514,2843676.6019772887,2383327.5400457378
2040,ELV_dismantled,Diesel,elvWheels,calcastAluminiumAlSiMg,,3574594.8075894834,364498.06276891904,2882587.941953699,3313101.643579272,3575576.133971536,3836350.5315732537,4264370.799531212,3574032.4200096126
2040,ELV_dismantled,Diesel,elvWheels,calmildSteel,,38792020.47441462,3955585.758641936,31282261.761851266,35954258.79282026,38802669.97041451,41632631.49486226,46277569.42260638,38785917.36296081
2040,ELV_dismantled,HEV,elvBIW,calAHSS,,8993117.616584191,3659772.5326110725,2011009.2600727389,6390301.473093122,9002415.50256734,11609505.53687717,15943951.57114355,8984682.52809906
2040,ELV_dismantled,HEV,elvBIW,calAl_5xxx,,5045621.635576171,2053328.8075513467,1128284.1239900342,3585302.0882361867,5050838.248622039,6513555.678087291,8945412.529197678,5040889.09823227
2040,ELV_dismantled,HEV,elvBIW,calAl_6xxx,,7574683.88453776,3082537.2474526134,1693824.1089873528,5382395.254823947,7582515.267392907,9778403.691225888,13429201.993208576,7567579.214996339
2040,ELV_dismantled,HEV,elvBIW,calHSS,,8991293.598007964,3659030.243521921,2010601.379468512,6389005.3676609965,9000589.59815825,11607150.852477068,15940717.757789372,8982860.220359802
2040,ELV_dismantled,HEV,elvBIW,calMagnesium,,519577.0134087652,211443.21283454352,116185.98019435597,369199.41401060787,520114.19840245764,670738.7216730609,921161.1692915084,519089.67650628096
2040,ELV_dismantled,HEV,elvBIW,calUHSS,,4997599.216142196,2033785.9594438244,1117545.5198384852,3551178.467181291,5002766.179333635,6451561.988236638,8860273.296906034,4992911.721393585
2040,ELV_dismantled,HEV,elvBIW,calmildSteel,,16999698.74626123,6918071.48385329,3801412.7085511386,12079592.92559926,17017274.5489394,21945459.30946305,30138866.752347384,16983753.89051056
2040,ELV_dismantled,HEV,elvBattery,battery,,169360485.72622967,6752839.257953357,154785067.34196523,164609604.7619599,170492263.26058716,175068109.03774038,178581955.2049564,178378801.67790225
2040,ELV_dismantled,HEV,elvBrakes,calMagnesium,,49891.376566802704,20394.142722907374,10943.29874585153,35266.41255174519,49878.174272476535,64440.611237749086,88807.56026735342,49934.84102683515
2040,ELV_dismantled,HEV,elvBrakes,calcastAluminiumAlSiCu,,1211019.2180538587,495029.4113473654,265627.97024424106,856025.7561703958,1210698.7572197109,1564174.492711391,2155636.2961490736,1212074.2359752655
2040,ELV_dismantled,HEV,elvBrakes,calcastIron,,2685921.957990781,1097926.726485695,589136.8091433529,1898581.2453072672,2685211.2072625654,3469185.7515309635,4780990.074272477,2688261.8843593597
2040,ELV_dismantled,HEV,elvBrakes,calmildSteel,,767264.7925079452,313635.5170260185,168293.7697729337,542351.776419394,767061.7583101771,991013.1893076625,1365745.3249547505,767933.219643116
2040,ELV_dismantled,HEV,elvBrakes,calstainlessSteel,,383845.8637076029,156905.01779538646,84193.70736919518,271326.7806445051,383744.29012079746,495782.31310735754,683252.638438311,384180.26324415207
2040,ELV_dismantled,HEV,elvCatalyticConverters,calculateCe,,24539.832676995447,981.1912311670394,22433.019720474793,23846.573960301335,24706.167325932747,25369.956584539374,25876.17641571906,25846.918830337003
2040,ELV_dismantled,HEV,elvCatalyticConverters,calculateLa,,3795.026790270914,151.73889152669327,3469.213174614888,3687.8159776678867,3820.7500483377507,3923.403479298904,4001.689172864136,3997.1645568325184
2040,ELV_dismantled,HEV,elvCatalyticConverters,calculatePd,,3732.7142533619403,149.2474110177747,3412.250342483509,3627.263791366844,3758.0151477522363,3858.9830581468427,3935.9833378166486,3931.5330138306604
2040,ELV_dismantled,HEV,elvCatalyticConverters,calculatePt,,533.1943357533154,21.319037241827736,487.41811756574907,518.1314123088766,536.8084065507916,551.2310261945975,562.230023220524,561.5943229283148
2040,ELV_dismantled,HEV,elvCatalyticConverters,calculateRh,,533.0787863534141,21.31441715906507,487.3124884035297,518.0191272192803,536.6920739398097,551.1115680345745,562.1081814502098,561.4726189216309
2040,ELV_dismantled,HEV,elvChassis,calAHSS,,5987384.557433405,2434761.77862212,1383058.4819068525,4243945.109477149,5991777.3923805235,7730937.8852005,10646744.17164265,5994030.747825623
2040,ELV_dismantled,HEV,elvChassis,calAl_6xxx,,2517993.143185828,1023938.4834986222,581644.9136781858,1784790.1004543665,2519840.548871882,3251244.078044493,4477485.714220061,2520788.1969652176
2040,ELV_dismantled,HEV,elvChassis,calAl_7xxx,,629629.883266213,256038.13480656553,145441.62683391213,446290.80331091356,630091.831238392,812980.938756292,1119605.4346691521,630328.7927885056
2040,ELV_dismantled,HEV,elvChassis,calHSS,,9972710.83217506,4055389.2823345177,2303650.6460771915,7068802.238849659,9980027.628388975,12876809.106055003,17733436.011908993,9983780.863552095
2040,ELV_dismantled,HEV,elvChassis,calMagnesium,,259151.972623065,105383.79683893935,59862.921848612044,183690.68101021933,259342.10770308756,334618.1932958931,460823.0401150414,259439.6396893859
2040,ELV_dismantled,HEV,elvChassis,calUHSS,,3990575.351838244,1622762.033767253,921804.6770014394,2828577.7514337217,3993503.164257258,5152648.8528237045,7096025.728953224,3995005.0194683084
2040,ELV_dismantled,HEV,elvChassis,calcastAluminiumAlSiCu,,1258894.5398105015,511927.75066390657,290798.8879634451,892322.728618336,1259818.167794669,1625490.2951256286,2238561.4245873154,1260291.9534416199
2040,ELV_dismantled,HEV,elvChassis,calcastAluminiumAlSiMg,,1889391.7110895014,768318.5669600832,436440.85436646873,1339228.2782654949,1890777.923359259,2439591.0800670316,3359709.0674621877,1891488.9969606402
2040,ELV_dismantled,HEV,elvClosures,calAHSS,,2213145.3462318745,902488.412804647,495117.7278336527,1564816.6667764334,2213957.634194064,2863305.9389614784,3922150.771476407,2212019.877456665
2040,ELV_dismantled,HEV,elvClosures,calAHSS_DualPhase,,2213515.433946923,902639.3291803478,495200.5226617854,1565078.3393437879,2214327.8577419426,2863784.7481613522,3922806.6433646055,2212389.7769680023
2040,ELV_dismantled,HEV,elvClosures,calAl_5xxx,,2445386.550186845,997192.9905686063,547073.9797839887,1729024.0954840493,2446284.077347001,3163773.1539539453,4333730.164041599,2444142.9779062266
2040,ELV_dismantled,HEV,elvClosures,calAl_6xxx,,1047833.897433243,427291.38987076574,234418.01476235822,740876.7569236079,1048218.4825951296,1355658.3740304487,1856978.140271831,1047301.0339522362
2040,ELV_dismantled,HEV,elvClosures,calHSS,,5537001.518669541,2257908.510522852,1238720.0938261014,3914967.5709878746,5539033.757396156,7163618.674859578,9812710.590875246,5534185.742322922
2040,ELV_dismantled,HEV,elvClosures,calMagnesium,,143929.31602687124,58692.27712418857,32199.401653039917,101766.01954320246,143982.14222331328,186211.7488451778,255072.48263382688,143856.12248298523
2040,ELV_dismantled,HEV,elvClosures,calOthers,,1106971.247179219,451406.73909560934,247648.0316187676,782690.1473857609,1107377.5374484528,1432168.633526236,1961781.7413205209,1106408.310101509
2040,ELV_dismantled,HEV,elvDriveline,calAl_6xxx,,509058.9526118021,69331.98949092014,377209.0712765888,459660.1199703174,509350.1966218499,558541.6372312458,641168.2958490304,509087.5143145323
2040,ELV_dismantled,HEV,elvDriveline,calAl_7xxx,,508950.93591212784,69317.2780068214,377129.03166868596,459562.5851585312,509242.11812340637,558423.1208512179,641032.2470026285,508979.49155437946
2040,ELV_dismantled,HEV,elvDriveline,calMagnesium,,209708.38068231216,28561.5235151585,155392.42186045062,189358.38163467307,209828.3595362684,230092.92280678847,264131.2256222571,209720.14676244557
2040,ELV_dismantled,HEV,elvDriveline,calalloySteel,,3226522.9332185443,439440.76211682084,2390830.5960392323,2913422.720415647,3228368.8991381307,3540154.6175307673,4063859.79461819,3226703.9633102417
2040,ELV_dismantled,HEV,elvDriveline,calcastAluminiumAlSiCu,,2852386.5006061033,388484.73220914707,2113598.1545854514,2575592.304866417,2854018.414706387,3129650.540258273,3592628.67751006,2852546.5390748978
2040,ELV_dismantled,HEV,elvDriveline,calcastAluminiumAlSiMg,,1221647.28746405,166383.94524152196,905231.9704183405,1103099.2301305402,1222346.2191949226,1340396.5740282738,1538685.2650624728,1221715.8302654028
2040,ELV_dismantled,HEV,elvDriveline,calcastIron,,1612896.0478987335,219670.61235074137,1195144.5253483525,1456381.401550847,1613818.821794311,1769676.3698096655,2031469.646309274,1612986.5424420834
2040,ELV_dismantled,HEV,elvDriveline,calmildSteel,,8066820.964540762,1098671.8600452086,5977457.087390374,7284020.5899836505,8071436.1731997905,8850950.102476353,10160296.41403446,8067273.568588259
2040,ELV_dismantled,HEV,elvDriveline,calstainlessSteel,,3226314.022289545,439412.3092033427,2390675.7945234096,2913234.0821013725,3228159.868686517,3539925.399575322,4063596.6677963478,3226495.0406599045
2040,ELV_dismantled,HEV,elvPowertrain,calAl_6xxx,,1579131.8325974818,101375.09722179342,1375722.772500239,1507652.9749441813,1586894.6864548153,1653668.125789162,1758007.9443020497,1616033.49234581
2040,ELV_dismantled,HEV,elvPowertrain,calAl_7xxx,,1579346.205134119,101388.8592372849,1375909.531562632,1507857.6439818991,1587110.1128253625,1653892.6168820295,1758246.5998814441,1616252.874408722
2040,ELV_dismantled,HEV,elvPowertrain,calHSS,,5002551.093081797,321147.4133758557,4358169.037747993,4776112.343571196,5027143.132991197,5238675.530119442,5569214.920421666,5119452.313423157
2040,ELV_dismantled,HEV,elvPowertrain,calMagnesium,,1300974.3778753441,83518.29867379594,1133394.971297912,1242086.2214547484,1307369.8375571175,1362381.4153768788,1448342.212110454,1331375.9649009705
2040,ELV_dismantled,HEV,elvPowertrain,calalloySteel,,5003401.82472046,321202.0275637271,4358910.186057739,4776924.56713571,5027998.04674135,5239566.416976015,5570162.018661574,5120322.9252319345
2040,ELV_dismantled,HEV,elvPowertrain,calcastAluminiumAlSiCu,,25270624.162580814,1622291.3935710862,22015497.641240224,24126758.07740666,25394852.018804222,26463417.957776893,28133153.368337244,25861156.222808838
2040,ELV_dismantled,HEV,elvPowertrain,calcastAluminiumAlSiMg,,6317552.523628925,405566.2029390021,5503784.227392014,6031590.6879974175,6348608.978805497,6615746.086341477,7033173.09918107,6465183.119667053
2040,ELV_dismantled,HEV,elvPowertrain,calcastIron,,80042113.78661662,5138441.832059774,69731833.9243258,76419035.11799656,80435592.79763469,83820165.96549499,89108881.86209378,81912563.60437012
2040,ELV_dismantled,HEV,elvPowertrain,calmildSteel,,5001186.62381587,321059.81891310465,4356980.326708951,4774809.636535894,5025771.95613108,5237246.656806205,5567695.890939934,5118055.95880127
2040,ELV_dismantled,HEV,elvPowertrain,calstainlessSteel,,5004361.440895896,321263.6317826227,4359746.193412005,4777840.746616002,5028962.380293749,5240571.327807114,5571230.3353309445,5121304.966026306
2040,ELV_dismantled,HEV,elvSteering,calAl_6xxx,,290215.8402402766,119173.91058305137,63785.420518282444,204827.7302512161,290268.33176932915,375747.06738163444,517346.5523288288,291018.56958389294
2040,ELV_dismantled,HEV,elvSteering,calAl_7xxx,,72524.05005779024,29781.195435618232,15939.781325496087,51185.82276440872,72537.16753021168,93898.04188941595,129283.31970872926,72724.64966341855
2040,ELV_dismantled,HEV,elvSteering,calHSS,,344665.23238905385,141532.9485524039,75752.64247384209,243256.87112153808,344727.572215317,446243.56200328236,614409.5013437702,345618.56731224066
2040,ELV_dismantled,HEV,elvSteering,calMagnesium,,29905.87083267849,12280.513612114317,6572.896039887148,21106.882514655616,29911.279927117845,38719.60694347175,53311.00865089966,29988.5896809809
2040,ELV_dismantled,HEV,elvSteering,calalloySteel,,459670.6029960606,188758.6263167288,101029.2294442689,324425.04239926813,459753.7439190089,595142.845732743,819421.1641585036,460942.03973472124
2040,ELV_dismantled,HEV,elvSteering,calcastAluminiumAlSiCu,,145062.61284593283,59568.35036272355,31882.75234803844,102381.88828336645,145088.85041570276,187814.87364180107,258592.51020041254,145463.85219901803
2040,ELV_dismantled,HEV,elvSteering,calcastAluminiumAlSiMg,,217574.70385540157,89344.63494801003,47819.905240415384,153559.2706238423,217614.05673455205,281697.4319610172,387854.5113883707,218176.5097357035
2040,ELV_dismantled,HEV,elvSteering,calmildSteel,,1149330.0684184083,471959.62388099445,252606.8241749968,811170.9858039179,1149537.9485004446,1488055.9321097196,2048826.652231785,1152509.0850105288
2040,ELV_dismantled,HEV,elvSteering,calstainlessSteel,,344711.47065265145,141551.93578165685,75762.80500351367,243289.5050348889,344773.81884205947,446303.42741908185,614491.9269144697,345664.9334696532
2040,ELV_dismantled,HEV,elvThermalManagement,calAl_6xxx,,484808.7602216019,197463.97304618906,107262.0786551627,343929.011407477,485794.6373409067,625454.2789285823,861401.7050495835,484915.00058341026
2040,ELV_dismantled,HEV,elvThermalManagement,calAl_7xxx,,60600.9138801544,24682.922848868184,13407.719753695636,42990.997917744455,60724.14815169706,78181.55116669078,107674.89127066726,60614.19388568401
2040,ELV_dismantled,HEV,elvThermalManagement,calMagnesium,,49914.65919534048,20330.38122795713,11043.426893129996,35410.04371279853,50016.162560081844,64395.158950340585,88687.69722350272,49925.597428902984
2040,ELV_dismantled,HEV,elvThermalManagement,calOthers,,384063.7302144899,156430.23867066184,84972.62718609232,272459.30743858666,384844.7384697868,495482.5967544924,682399.28647998,384147.8934413194
2040,ELV_dismantled,HEV,elvThermalManagement,calalloySteel,,768106.9974368456,312852.1427070126,169940.72701366324,544904.0981909402,769668.9723351637,990938.7940974225,1364762.214589895,768275.319406271
2040,ELV_dismantled,HEV,elvThermalManagement,calcastAluminiumAlSiCu,,242193.18488956234,98645.96611485133,53584.31319494766,171814.6813407848,242685.6939756709,312454.6754214538,430325.6036873118,242246.25878942013
2040,ELV_dismantled,HEV,elvThermalManagement,calcastAluminiumAlSiMg,,363661.89008121414,148120.51174178298,80458.79831038222,257986.00315109067,364401.4104158515,469162.0777037608,646149.570470476,363741.58247530466
2040,ELV_dismantled,HEV,elvThermalManagement,calmildSteel,,768044.135201261,312826.5387414667,169926.81898515605,544859.5029849263,769605.9822668235,990857.6952034764,1364650.5218125386,768212.4433951378
2040,ELV_dismantled,HEV,elvThermalManagement,calstainlessSteel,,1919771.3078582813,781928.258921101,424742.03834372933,1361908.2455076438,1923675.236091447,2476706.8534723665,3411023.9203155134,1920192.0040483477
2040,ELV_dismantled,HEV,elvTransmission,calAl_6xxx,,4526244.389332336,396379.66842161503,3773969.8162915143,4241373.558004617,4523700.747536433,4808593.564782613,5283352.234324846,4526223.448760985
2040,ELV_dismantled,HEV,elvTransmission,calAl_7xxx,,1131812.9964350723,99116.97682510364,943702.4868342327,1060579.43468532,1131176.9444247868,1202416.003877737,1321132.093009943,1131807.7601268291
2040,ELV_dismantled,HEV,elvTransmission,calHSS,,5375940.114843766,470790.6106878513,4482443.717672054,5037591.497766666,5372918.964240273,5711293.694573939,6275177.116882568,5375915.243173598
2040,ELV_dismantled,HEV,elvTransmission,calMagnesium,,466378.24367098755,40842.43750095656,388864.86525951524,437025.52946473716,466116.15017994726,495471.1297861971,544389.6360406379,466376.08598217356
2040,ELV_dismantled,HEV,elvTransmission,calalloySteel,,7168733.452544892,627792.0378359946,5977269.750327045,6717550.77601811,7164704.794685286,7615922.292838035,8367852.163053274,7168700.28655529
2040,ELV_dismantled,HEV,elvTransmission,calcastAluminiumAlSiCu,,3394611.1953259963,297278.4375485529,2830417.2482156525,3180962.6094197575,3392703.504495686,3606368.5794905657,3962430.0194129185,3394595.490231037
2040,ELV_dismantled,HEV,elvTransmission,calcastAluminiumAlSiMg,,2263134.837977989,198190.94143156635,1886995.450103523,2120698.6265747836,2261863.0099747963,2404310.2143986463,2641690.8753292416,2263124.3676338196
2040,ELV_dismantled,HEV,elvTransmission,calmildSteel,,17918413.501262665,1569180.581369264,14940322.680978956,16790672.064629484,17908343.778645497,19036172.25273055,20915638.190145805,17918330.602111816
2040,ELV_dismantled,HEV,elvTransmission,calstainlessSteel,,5373139.63551492,470545.36253677803,4480108.685899769,5034967.273806708,5370120.058714265,5708318.520075908,6271908.199553642,5373114.776801108
2040,ELV_dismantled,HEV,elvTrim,calAl_6xxx,,213438.88522328399,86900.57509339963,48224.78779229528,151397.60151766383,213196.72079100576,275221.44223816233,378129.0859161866,213395.13617885113
2040,ELV_dismantled,HEV,elvTrim,calAl_7xxx,,53354.77568927474,21723.130190297263,12055.079526062384,37845.892328470385,53294.24019242464,68798.98337237907,94523.50980723614,53343.839441880584
2040,ELV_dismantled,HEV,elvTrim,calHSS,,845177.201681633,344109.67244853225,190960.94488754563,599505.5730269116,844218.2768024781,1089824.3220783924,1497318.9274988438,845003.963825226
2040,ELV_dismantled,HEV,elvTrim,calMagnesium,,21977.875798904697,8948.182259564099,4965.723070652447,15589.46336758835,21952.9400435949,28339.647053431545,38936.08269892109,21973.37094467506
2040,ELV_dismantled,HEV,elvTrim,calalloySteel,,253614.38471499633,103257.82886579483,57302.11658086384,179895.09978962273,253326.6377872149,327026.2429481194,449304.1432780875,253562.4008088112
2040,ELV_dismantled,HEV,elvTrim,calcastAluminiumAlSiCu,,133348.24416392331,54292.07097580863,30128.955979849063,94587.28343661454,133196.94932460913,171947.56260242104,236240.2222138863,133320.9114768505
2040,ELV_dismantled,HEV,elvTrim,calcastAluminiumAlSiMg,,133411.86333021533,54317.97320131902,30143.330215315797,94632.41012089746,133260.49630958674,172029.59713273903,236352.93015448298,133384.51760298014
2040,ELV_dismantled,HEV,elvTrim,calmildSteel,,338071.713516269,137644.2080675275,76384.56612928926,239802.8199678131,337688.1426196756,435930.80275198224,598929.0464682404,338002.4182029963
2040,ELV_dismantled,HEV,elvTrim,calstainlessSteel,,253425.9334829181,103181.10188876098,57259.53755096186,179761.42656269483,253138.40036896718,326783.24214800814,448970.28240708937,253373.9882040024
2040,ELV_dismantled,HEV,elvWheels,calAl_6xxx,,3490867.1911899303,353895.92645769566,2818633.3743593786,3235867.593924209,3492591.4964412553,3744906.23081697,4167731.5466685225,3491750.3818531036
2040,ELV_dismantled,HEV,elvWheels,calAl_7xxx,,872568.970312083,88458.99521074936,704538.9831383651,808829.8694440544,872999.9736058917,936067.9724471017,1041756.3960587453,872789.7305774689
2040,ELV_dismantled,HEV,elvWheels,calMagnesium,,359177.9500878144,36412.617967908016,290011.3072208878,332940.8497907104,359355.3651516299,385316.2178872303,428821.032557944,359268.82223922014
2040,ELV_dismantled,HEV,elvWheels,calcastAluminiumAlSiCu,,1744030.7049056133,176805.74146186683,1408183.9501544693,1616633.3841217223,1744892.1645768748,1870948.132893834,2082190.868085131,1744471.9453053474
2040,ELV_dismantled,HEV,elvWheels,calcastAluminiumAlSiMg,,2616816.690288181,265286.73715135636,2112898.157925256,2425664.416198302,2618109.2604473107,2807248.9131348534,3124206.3575169053,2617478.7458581924
2040,ELV_dismantled,HEV,elvWheels,calmildSteel,,27650215.457105402,2803113.9771352066,22325633.095499944,25630432.57230625,27663873.212929875,29662390.024482578,33011475.063730054,27657210.97162628
2040,ELV_dismantled,HEV,elvgeneratorCable,generatorCable,,2955392.2303790203,1204303.0667098558,663171.5352323113,2095796.8809030077,2960146.1095290594,3817563.577736047,5245745.684739811,2951514.8435325627
2040,ELV_dismantled,HEV,elvgeneratorperMagnet,generatorPerMagnet,,347289.66599735344,141884.34660031265,78673.44211252093,246281.1928846198,346670.43812538974,448475.5923051801,617413.3846822815,347342.1162929535
2040,ELV_dismantled,PHEV,elvBIW,calAHSS,,7080818.6809230205,2902900.6353144962,1535005.2477608828,5008414.555929726,7095561.228073372,9169963.28715008,12585253.66964126,7084891.9167137155
2040,ELV_dismantled,PHEV,elvBIW,calAl_5xxx,,4775364.636150467,1957740.9987191674,1035220.658341611,3377717.5820085206,4785307.135949007,6184301.6139125815,8487602.637376608,4778111.661180496
2040,ELV_dismantled,PHEV,elvBIW,calAl_6xxx,,7162744.596137356,2936487.541298285,1552765.4412425247,5066362.508667567,7177657.716313555,9276060.854201987,12730866.55305936,7166864.959751129
2040,ELV_dismantled,PHEV,elvBIW,calHSS,,7075004.169217926,2900516.878508488,1533744.7570771526,5004301.827392012,7089734.6103227995,9162433.245601062,12574919.115393903,7079074.060214997
2040,ELV_dismantled,PHEV,elvBIW,calMagnesium,,1082597.2437366177,443828.936772476,234689.3099839343,765744.1940079562,1084851.2544138897,1402009.7713532425,1924178.7635640637,1083220.007012844
2040,ELV_dismantled,PHEV,elvBIW,calUHSS,,3930732.005668734,1611469.654949472,852118.1699651495,2780290.8505042912,3938915.9466140224,5090466.202830305,6986375.676021438,3932993.156393051
2040,ELV_dismantled,PHEV,elvBIW,calmildSteel,,13365927.78725312,5479586.755938085,2897513.7225166284,9454006.704554945,13393756.182455875,17309448.6147516,23756234.880845718,13373616.52748108
2040,ELV_dismantled,PHEV,elvBattery,battery,,161843934.65674004,6496359.674331673,147884094.68454382,157229842.90632752,162940431.68284905,167343665.96737242,170709482.27723092,170510605.1047058
2040,ELV_dismantled,PHEV,elvBrakes,calMagnesium,,104075.17955034,42472.11540149053,23105.369615752526,73647.11995402003,104323.45227889255,134432.51679598473,184584.38061625915,104241.2963683605
2040,ELV_dismantled,PHEV,elvBrakes,calcastAluminiumAlSiCu,,1146223.9443382,467763.3596234775,254469.20207857894,811106.862246769,1148958.2768411331,1480562.1312877333,2032905.8064305873,1148053.459071636
2040,ELV_dismantled,PHEV,elvBrakes,calcastIron,,2115213.127255017,863198.8570922362,469591.1295322794,1496796.4079842814,2120258.99637427,2732192.492824467,3751473.7582258857,2118589.268191337
2040,ELV_dismantled,PHEV,elvBrakes,calmildSteel,,604161.2414926782,246552.5986181303,134127.74162400805,427524.94510239427,605602.4761901263,780386.991359095,1071520.8855280986,605125.5573213099
2040,ELV_dismantled,PHEV,elvBrakes,calstainlessSteel,,302392.5995994849,123403.6149852031,67133.13215505792,213983.23934804543,303113.96117792296,390596.4745895692,536313.7583924448,302875.25547051424
2040,ELV_dismantled,PHEV,elvCatalyticConverters,calculateCe,,19206.214655585238,770.7374895784915,17540.839334785545,18658.987822847634,19334.519773436907,19859.537754692767,20254.883290848746,20232.217621662654
2040,ELV_dismantled,PHEV,elvCatalyticConverters,calculateLa,,2966.5167607982826,119.04509670495074,2709.2894054466424,2881.9942455403066,2986.334267237142,3067.4264901996225,3128.4900147069075,3124.98916413635
2040,ELV_dismantled,PHEV,elvCatalyticConverters,calculatePd,,2921.2043104628847,117.2267267218787,2667.9060081738476,2837.9728454782335,2940.719111793805,3020.572680933684,3080.7034826065305,3077.256106238346
2040,ELV_dismantled,PHEV,elvCatalyticConverters,calculatePt,,417.1325763423134,16.739358612655607,380.96291404292504,405.2475618989754,419.9191870996709,431.32185582302657,439.9082173210858,439.41595014862827
2040,ELV_dismantled,PHEV,elvCatalyticConverters,calculateRh,,416.9744914263383,16.733014730039287,380.81853670662537,405.09398116612135,419.7600461138695,431.1583934534991,439.7415008920268,439.24942027899664
2040,ELV_dismantled,PHEV,elvChassis,calAHSS,,4729732.188512215,1921991.718868695,1051043.9182201105,3364446.945031557,4730143.091356346,6109023.075720022,8391799.676099908,4721671.415794373
2040,ELV_dismantled,PHEV,elvChassis,calAl_6xxx,,2392737.5273300605,972321.7995565493,531715.5656520086,1702049.5332993194,2392945.4001262467,3090510.8758808225,4245351.15447132,2388659.640335083
